ⲧⲁⲣⲭⲏ	ⲧ|ⲁⲣⲭⲏ
ⲛⲥⲉⲭⲁϥ	ⲛ|ⲥⲉ|ⲭⲁ|ϥ
ϧⲁⲡⲓⲙⲉⲛⲧ	ϧⲁ|ⲡⲓ|ⲙⲉⲛⲧ
ⲓⲉ	ⲓⲉ
ϧⲁⲡⲓϭⲗⲟϫ	ϧⲁ|ⲡⲓ|ϭⲗⲟϫ
ⲟⲩⲭⲓ	ⲟⲩⲭⲓ
ϩⲓⲛⲁ	ϩⲓⲛⲁ
ⲛⲥⲉⲭⲁϥ	ⲛ|ⲥⲉ|ⲭⲁ|ϥ
ϩⲓϫⲉⲛϯⲗⲩⲭⲛⲓⲁ	ϩⲓϫⲉⲛ|ϯ|ⲗⲩⲭⲛⲓⲁ
.	.
ⲟⲩ	ⲟⲩ
ⲅⲁⲣ	ⲅⲁⲣ
ⲙⲙⲟⲛ	ⲙⲙⲟⲛ
ⲡⲉⲧϩⲏⲡ	ⲡ|ⲉⲧ|ϩⲏⲡ
ⲁϥϣⲧⲉⲙⲟⲩⲱⲛϩ	ⲁ|ϥ|ϣⲧⲉⲙ|ⲟⲩⲱⲛϩ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲟⲩⲇⲉ	ⲟⲩⲇⲉ
ⲙⲡⲁϥϣⲱⲡⲓ	ⲙⲡⲁ|ϥ|ϣⲱⲡⲓ
ⲉϥϩⲏⲡ	ⲉ|ϥ|ϩⲏⲡ
ⲉⲃⲏⲗ	ⲉⲃⲏⲗ
ϫⲉϩⲓⲛⲁ	ϫⲉ|ϩⲓⲛⲁ
ⲛⲧⲉϥⲓ	ⲛⲧⲉ|ϥ|ⲓ
ⲉϥⲟⲩⲱⲛϩ	ⲉ|ϥ|ⲟⲩⲱⲛϩ
.	.
ⲡⲉⲧⲉⲟⲩⲟⲛ	ⲡ|ⲉⲧⲉ|ⲟⲩⲟⲛ
ⲟⲩⲙⲁϣϫ	ⲟⲩ|ⲙⲁϣϫ
ⲙⲙⲟϥ	ⲙⲙⲟ|ϥ
ⲉⲥⲱⲧⲉⲙ	ⲉ|ⲥⲱⲧⲉⲙ
ⲙⲁⲣⲉϥⲥⲱⲧⲉⲙ	ⲙⲁⲣⲉ|ϥ|ⲥⲱⲧⲉⲙ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲁϥϫⲱ	ⲛⲁ|ϥ|ϫⲱ
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ
ⲛⲱⲟⲩ	ⲛⲱ|ⲟⲩ
ⲟⲛ	ⲟⲛ
ϫⲉⲁⲛⲁⲩ	ϫⲉ|ⲁⲛⲁⲩ
ϫⲉⲟⲩ	ϫⲉ|ⲟⲩ
ⲡⲉⲧⲉⲧⲉⲛⲥⲱⲧⲉⲙ	ⲡ|ⲉⲧⲉ|ⲧⲉⲛ|ⲥⲱⲧⲉⲙ
ⲉⲣⲟϥ	ⲉⲣⲟ|ϥ
ϧⲉⲛⲡⲓϣⲓ	ϧⲉⲛ|ⲡⲓ|ϣⲓ
ⲉⲧⲉⲧⲉⲛⲛⲁϣⲓ	ⲉⲧⲉ|ⲧⲉⲛ|ⲛⲁ|ϣⲓ
ⲙⲙⲟϥ	ⲙⲙⲟ|ϥ
ⲉⲩⲛⲁϣⲓ	ⲉ|ⲩ|ⲛⲁ|ϣⲓ
ⲛⲱⲧⲉⲛ	ⲛⲱ|ⲧⲉⲛ
ⲙⲙⲟϥ	ⲙⲙⲟ|ϥ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲧⲟⲩⲧⲟⲩϩⲟ	ⲛⲧ|ⲟⲩ|ⲧⲟⲩϩⲟ
ⲛⲱⲧⲉⲛ	ⲛⲱ|ⲧⲉⲛ
.	.
ⲫⲏ	ⲫⲏ
ⲅⲁⲣ	ⲅⲁⲣ
ⲉⲧⲉ	ⲉⲧⲉ
ⲟⲩⲟⲛⲛⲧⲁϥ	ⲟⲩⲟⲛⲛⲧⲁ|ϥ
ⲉⲩⲉϯ	ⲉⲩⲉ|ϯ
ⲛⲁϥ	ⲛⲁ|ϥ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲫⲏ	ⲫⲏ
ⲉⲧⲉ	ⲉⲧⲉ
ⲙⲙⲟⲛⲛⲧⲁϥ	ⲙⲙⲟⲛⲛⲧⲁ|ϥ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲫⲏ	ⲫⲏ
ⲉⲧⲉ	ⲉⲧⲉ
ⲛⲧⲟⲧϥ	ⲛⲧⲟⲧ|ϥ
ϣⲁⲩⲟⲗϥ	ϣⲁ|ⲩ|ⲟⲗ|ϥ
ⲛⲧⲟⲧϥ	ⲛⲧⲟⲧ|ϥ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲁϥϫⲱ	ⲛⲁ|ϥ|ϫⲱ
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ
ϫⲉ	ϫⲉ
ⲡⲁⲓⲣⲏϯ	ⲡⲁⲓ|ⲣⲏϯ
ⲡⲉ	ⲡⲉ
ϯⲙⲉⲧ-ⲟⲩⲣⲟ	ϯ|ⲙⲉⲧ-ⲟⲩⲣⲟ
ⲛⲧⲉⲫⲛⲟⲩϯ	ⲛⲧⲉ|ⲫ|ⲛⲟⲩϯ
ⲙⲫⲣⲏϯ	ⲙ|ⲫ|ⲣⲏϯ
ⲛⲟⲩⲣⲱⲙⲓ	ⲛ|ⲟⲩ|ⲣⲱⲙⲓ
ⲉϥϩⲓⲟⲩⲓ	ⲉ|ϥ|ϩⲓⲟⲩⲓ
ⲙⲡⲉϥϫⲣⲟϫ	ⲙ|ⲡⲉϥ|ϫⲣⲟϫ
ϩⲓϫⲉⲛⲡⲓⲕⲁϩⲓ	ϩⲓϫⲉⲛ|ⲡⲓ|ⲕⲁϩⲓ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲧⲉⲛⲕⲟⲧ	ⲛⲧⲉ|ⲛⲕⲟⲧ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ϣⲁϥⲧⲱⲛϥ	ϣⲁ|ϥ|ⲧⲱⲛ|ϥ
ⲙⲡⲓⲉϫⲱⲣϩ	ⲙ|ⲡⲓ|ⲉϫⲱⲣϩ
ⲛⲉⲙⲡⲓⲉϩⲟⲟⲩ	ⲛⲉⲙ|ⲡⲓ|ⲉϩⲟⲟⲩ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ϣⲁⲣⲉⲡⲓϫⲣⲟϫ	ϣⲁⲣⲉ|ⲡⲓ|ϫⲣⲟϫ
ⲑⲏⲛⲓ	ⲑⲏⲛⲓ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ϣⲁϥϣⲓⲏ	ϣⲁ|ϥ|ϣⲓⲏ
ϩⲱⲥ	ϩⲱⲥ
ⲛϥⲉⲙⲓ	ⲛ|ϥ|ⲉⲙⲓ
ⲁⲛ	ⲁⲛ
ⲛⲑⲟϥ	ⲛⲑⲟϥ
ϣⲁⲣⲉⲡⲓⲕⲁϩⲓ	ϣⲁⲣⲉ|ⲡⲓ|ⲕⲁϩⲓ
ⲙⲙⲁⲩⲁⲩⲧϥ	ⲙⲙⲁⲩⲁⲩⲧ|ϥ
ϯ-ⲟⲩⲧⲁϩ	ϯ-ⲟⲩⲧⲁϩ
ⲛϣⲟⲣⲡ	ⲛ|ϣⲟⲣⲡ
ⲛⲟⲩⲥⲓⲙ	ⲛ|ⲟⲩ|ⲥⲓⲙ
ⲓⲧⲁ	ⲓⲧⲁ
ⲟⲩϧⲉⲙⲥ	ⲟⲩ|ϧⲉⲙⲥ
ⲓⲧⲁ	ⲓⲧⲁ
ϣⲁϥⲙⲟϩ	ϣⲁ|ϥ|ⲙⲟϩ
ⲛϫⲉⲫⲏ	ⲛϫⲉ|ⲫⲏ
ⲉⲧϧⲉⲛⲡⲓϧⲉⲙⲥ	ⲉⲧ|ϧⲉⲛ|ⲡⲓ|ϧⲉⲙⲥ
ⲉϣⲱⲡ	ⲉϣⲱⲡ
ⲇⲉ	ⲇⲉ
ⲁϥϣⲁⲛⲫⲟϩ	ⲁϥϣⲁⲛ|ⲫⲟϩ
ⲛϫⲉⲡⲓⲟⲩⲧⲁϩ	ⲛϫⲉ|ⲡⲓ|ⲟⲩⲧⲁϩ
ⲥⲁⲧⲟⲧϥ	ⲥⲁⲧⲟⲧϥ
ϣⲁϥⲟⲩⲱⲣⲡ	ϣⲁ|ϥ|ⲟⲩⲱⲣⲡ
ⲙⲡⲓⲟⲥϧ	ⲙ|ⲡⲓ|ⲟⲥϧ
ϫⲉⲟⲩⲏⲓ	ϫⲉ|ⲟⲩⲏⲓ
ⲅⲁⲣ	ⲅⲁⲣ
ⲁϥⲓ	ⲁ|ϥ|ⲓ
ⲛϫⲉⲡⲓⲱⲥϧ	ⲛϫⲉ|ⲡⲓ|ⲱⲥϧ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲁϥϫⲱ	ⲛⲁ|ϥ|ϫⲱ
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ
ϫⲉⲁⲛⲛⲁⲧⲉⲛⲑⲱⲛ	ϫⲉ|ⲁ|ⲛ|ⲛⲁ|ⲧⲉⲛⲑⲱⲛ
ϯⲙⲉⲧ-ⲟⲩⲣⲟ	ϯ|ⲙⲉⲧ-ⲟⲩⲣⲟ
ⲛⲧⲉⲫⲛⲟⲩϯ	ⲛⲧⲉ|ⲫ|ⲛⲟⲩϯ
ⲉⲟⲩ	ⲉ|ⲟⲩ
ⲓⲉ	ⲓⲉ
ⲁⲛⲛⲁⲭⲁⲥ	ⲁ|ⲛ|ⲛⲁ|ⲭⲁ|ⲥ
ϧⲉⲛⲁϣ	ϧⲉⲛ|ⲁϣ
ⲙⲡⲁⲣⲁⲃⲟⲗⲏ	ⲙ|ⲡⲁⲣⲁⲃⲟⲗⲏ
ⲁⲥⲙⲫⲣⲏϯ	ⲁ|ⲥ|ⲙ|ⲫ|ⲣⲏϯ
ⲛⲟⲩⲛⲁⲫⲣⲓ	ⲛ|ⲟⲩ|ⲛⲁⲫⲣⲓ
ⲛϣⲉⲗⲧⲁⲙ	ⲛ|ϣⲉⲗⲧⲁⲙ
ⲑⲏ	ⲑ|ⲏ
ⲉⲧⲁⲩϣⲁ	ⲉⲧ|ⲁ|ⲩ|ϣⲁ
ⲛⲥⲁⲧⲥ	ⲛ|ⲥⲁⲧ|ⲥ
ⲉϫⲉⲛⲡⲓⲕⲁϩⲓ	ⲉϫⲉⲛ|ⲡⲓ|ⲕⲁϩⲓ
ⲉⲟⲩⲕⲟⲩϫⲓ	ⲉ|ⲟⲩ|ⲕⲟⲩϫⲓ
ⲧⲉ	ⲧⲉ
ⲉⲛⲓϫⲣⲟϫ	ⲉ|ⲛⲓ|ϫⲣⲟϫ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
ⲛⲏ	ⲛⲏ
ⲉⲧϩⲓϫⲉⲛⲡⲓⲕⲁϩⲓ	ⲉⲧ|ϩⲓϫⲉⲛ|ⲡⲓ|ⲕⲁϩⲓ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲉϣⲱⲡ	ⲉϣⲱⲡ
ⲛⲧⲟⲩⲥⲁⲧⲥ	ⲛⲧ|ⲟⲩ|ⲥⲁⲧ|ⲥ
ϣⲁⲥⲓ	ϣⲁ|ⲥ|ⲓ
ⲉϩⲣⲏⲓ	ⲉϩⲣⲏⲓ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ϣⲁⲥϣⲱⲡⲓ	ϣⲁ|ⲥ|ϣⲱⲡⲓ
ⲉⲥⲟⲓ	ⲉ|ⲥ|ⲟⲓ
ⲛⲛⲓϣϯ	ⲛ|ⲛⲓϣϯ
ⲉⲛⲓⲟⲩⲟϯ	ⲉ|ⲛⲓ|ⲟⲩⲟϯ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ϣⲁⲥⲓⲣⲓ	ϣⲁ|ⲥ|ⲓⲣⲓ
ⲛϩⲁⲛⲛⲓϣϯ	ⲛ|ϩⲁⲛ|ⲛⲓϣϯ
ⲛϫⲁⲗ	ⲛ|ϫⲁⲗ
ϩⲱⲥⲧⲉ	ϩⲱⲥⲧⲉ
ⲛⲧⲟⲩϣ-ϫⲉⲙϫⲟⲙ	ⲛⲧ|ⲟⲩ|ϣ-ϫⲉⲙϫⲟⲙ
ⲛϫⲉⲛⲓϩⲁⲗⲁϯ	ⲛϫⲉ|ⲛⲓ|ϩⲁⲗⲁϯ
ⲛⲧⲉⲧⲫⲉ	ⲛⲧⲉ|ⲧ|ⲫⲉ
ⲉⲟⲩⲟϩ	ⲉ|ⲟⲩⲟϩ
ϧⲁⲧⲉⲥϧⲏⲓⲃⲓ	ϧⲁ|ⲧⲉⲥ|ϧⲏⲓⲃⲓ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲁϥⲥⲁϫⲓ	ⲛⲁ|ϥ|ⲥⲁϫⲓ
ⲛⲉⲙⲱⲟⲩ	ⲛⲉⲙⲱ|ⲟⲩ
ⲙⲡⲓⲥⲁϫⲓ	ⲙ|ⲡⲓ|ⲥⲁϫⲓ
ⲛϩⲁⲛⲡⲁⲣⲁⲃⲟⲗⲏ	ⲛ|ϩⲁⲛ|ⲡⲁⲣⲁⲃⲟⲗⲏ
ⲙⲡⲁⲓⲣⲏϯ	ⲙ|ⲡⲁⲓ|ⲣⲏϯ
ⲕⲁⲧⲁ	ⲕⲁⲧⲁ
ⲫⲣⲏϯ	ⲫ|ⲣⲏϯ
ⲉⲛⲁⲩϣ-ϫⲉⲙϫⲟⲙ	ⲉ|ⲛⲁ|ⲩ|ϣ-ϫⲉⲙϫⲟⲙ
ⲛⲥⲱⲧⲉⲙ	ⲛ|ⲥⲱⲧⲉⲙ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲭⲱⲣⲓⲥ	ⲭⲱⲣⲓⲥ
ⲡⲁⲣⲁⲃⲟⲗⲏ	ⲡⲁⲣⲁⲃⲟⲗⲏ
ⲛⲁϥⲥⲁϫⲓ	ⲛⲁ|ϥ|ⲥⲁϫⲓ
ⲛⲉⲙⲱⲟⲩ	ⲛⲉⲙⲱ|ⲟⲩ
ⲁⲛ	ⲁⲛ
ⲡⲉ	ⲡⲉ
ⲥⲁⲡⲥⲁ	ⲥⲁ|ⲡ|ⲥⲁ
ⲇⲉ	ⲇⲉ
ⲛⲁϥⲃⲱⲗ	ⲛⲁ|ϥ|ⲃⲱⲗ
ⲙⲡⲧⲏⲣ-ϥ	ⲙ|ⲡ|ⲧⲏⲣ-ϥ
ⲉⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ	ⲉ|ⲛⲉϥ|ⲙⲁⲑⲏⲧⲏⲥ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲡⲉϫⲁϥ	ⲡⲉϫⲁ|ϥ
ⲛⲱⲟⲩ	ⲛⲱ|ⲟⲩ
ϧⲉⲛⲡⲓⲉϩⲟⲟⲩ	ϧⲉⲛ|ⲡⲓ|ⲉϩⲟⲟⲩ
ⲉⲧⲉⲙⲙⲁⲩ	ⲉⲧⲉ|ⲙⲙⲁⲩ
ⲉⲧⲁⲣⲟⲩϩⲓ	ⲉⲧⲁ|ⲣⲟⲩϩⲓ
ϣⲱⲡⲓ	ϣⲱⲡⲓ
ϫⲉⲙⲁⲣⲉⲛⲥⲓⲛⲓ	ϫⲉ|ⲙⲁⲣⲉ|ⲛ|ⲥⲓⲛⲓ
ⲉⲙⲏⲣ	ⲉ|ⲙⲏⲣ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲉⲧⲁⲩⲭⲁ	ⲉⲧ|ⲁ|ⲩ|ⲭⲁ
ⲡⲓⲙⲏϣ	ⲡⲓ|ⲙⲏϣ
ⲛⲥⲱⲟⲩ	ⲛⲥⲱ|ⲟⲩ
ⲁⲩⲟⲗϥ	ⲁ|ⲩ|ⲟⲗ|ϥ
ⲛⲉⲙⲱⲟⲩ	ⲛⲉⲙⲱ|ⲟⲩ
ϩⲱϥ	ϩⲱ|ϥ
ϩⲓⲡⲓϫⲟⲓ	ϩⲓ|ⲡⲓ|ϫⲟⲓ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲁⲣⲉϩⲁⲛⲕⲉⲉϫⲏⲟⲩ	ⲛⲁⲣⲉ|ϩⲁⲛ|ⲕⲉ|ⲉϫⲏⲟⲩ
ⲛⲉⲙⲁϥ	ⲛⲉⲙⲁ|ϥ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁⲟⲩⲛⲓϣϯ	ⲁ|ⲟⲩ|ⲛⲓϣϯ
ⲛⲑⲏⲟⲩ	ⲛ|ⲑⲏⲟⲩ
ϣⲱⲡⲓ	ϣⲱⲡⲓ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲓϫⲟⲗ	ⲛⲓ|ϫⲟⲗ
ⲛⲁⲩϩⲓⲟⲩⲓ	ⲛⲁ|ⲩ|ϩⲓⲟⲩⲓ
ⲙⲙⲱⲟⲩ	ⲙⲙⲱ|ⲟⲩ
ⲉⲡⲓϫⲟⲓ	ⲉ|ⲡⲓ|ϫⲟⲓ
ϩⲱⲥⲧⲉ	ϩⲱⲥⲧⲉ
ϩⲏⲇⲏ	ϩⲏⲇⲏ
ⲛⲧⲉϥⲙⲟϩ	ⲛⲧⲉ|ϥ|ⲙⲟϩ
ⲛϫⲉⲡⲓϫⲟⲓ	ⲛϫⲉ|ⲡⲓ|ϫⲟⲓ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲑⲟϥ	ⲛⲑⲟϥ
ⲛⲁϥⲛⲕⲟⲧ	ⲛⲁ|ϥ|ⲛⲕⲟⲧ
ϩⲓⲫⲁϩⲟⲩ	ϩⲓ|ⲫ|ⲁϩⲟⲩ
ϩⲓϫⲉⲛⲡⲓϣϣⲟⲧ	ϩⲓϫⲉⲛ|ⲡⲓ|ϣϣⲟⲧ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁⲩⲛⲉϩⲥⲓ	ⲁ|ⲩ|ⲛⲉϩⲥⲓ
ⲙⲙⲟϥ	ⲙⲙⲟ|ϥ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲡⲉϫⲱⲟⲩ	ⲡⲉϫⲱ|ⲟⲩ
ⲛⲁϥ	ⲛⲁ|ϥ
ϫⲉⲫⲣⲉϥ-ϯ-ⲥⲃⲱ	ϫⲉ|ⲫ|ⲣⲉϥ-ϯ-ⲥⲃⲱ
ⲥⲉⲣ-ⲙⲉⲗⲓⲛ	ⲥ|ⲉⲣ-ⲙⲉⲗⲓⲛ
ⲛⲁⲕ	ⲛⲁ|ⲕ
ⲁⲛ	ⲁⲛ
ϫⲉⲧⲉⲛⲛⲁⲧⲁⲕⲟ	ϫⲉ|ⲧⲉⲛ|ⲛⲁ|ⲧⲁⲕⲟ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲉⲧⲁϥⲧⲱⲛϥ	ⲉⲧ|ⲁ|ϥ|ⲧⲱⲛ|ϥ
ⲁϥⲉⲣ-ⲉⲡⲓⲧⲓⲙⲁⲛ	ⲁ|ϥ|ⲉⲣ-ⲉⲡⲓⲧⲓⲙⲁⲛ
ⲙⲡⲓⲑⲏⲟⲩ	ⲙ|ⲡⲓ|ⲑⲏⲟⲩ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲡⲉϫⲁϥ	ⲡⲉϫⲁ|ϥ
ⲙⲫⲓⲟⲙ	ⲙ|ⲫ|ⲓⲟⲙ
ϫⲉⲭⲁⲣⲱⲕ	ϫⲉ|ⲭⲁ|ⲣⲱ|ⲕ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲑⲱⲙ	ⲑⲱⲙ
ⲛⲣⲱⲕ	ⲛ|ⲣⲱ|ⲕ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁϥⲕⲏⲛ	ⲁ|ϥ|ⲕⲏⲛ
ⲛϫⲉⲡⲓⲑⲏⲟⲩ	ⲛϫⲉ|ⲡⲓ|ⲑⲏⲟⲩ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁⲥϣⲱⲡⲓ	ⲁ|ⲥ|ϣⲱⲡⲓ
ⲛϫⲉⲟⲩⲛⲓϣϯ	ⲛϫⲉ|ⲟⲩ|ⲛⲓϣϯ
ⲛϫⲁⲙⲏ	ⲛ|ϫⲁⲙⲏ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲡⲉϫⲁϥ	ⲡⲉϫⲁ|ϥ
ⲛⲱⲟⲩ	ⲛⲱ|ⲟⲩ
ϫⲉⲉⲑⲃⲉⲟⲩ	ϫⲉ|ⲉⲑⲃⲉ|ⲟⲩ
ⲧⲉⲧⲉⲛⲉⲣ-ϩⲟϯ	ⲧⲉⲧⲉⲛ|ⲉⲣ-ϩⲟϯ
ⲙⲡⲁⲧⲉⲛⲁϩϯ	ⲙⲡⲁⲧⲉ|ⲛⲁϩϯ
ϣⲱⲡⲓ	ϣⲱⲡⲓ
ϧⲉⲛⲑⲏⲛⲟⲩ	ϧⲉⲛ|ⲑⲏⲛⲟⲩ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁⲩⲉⲣ-ϩⲟϯ	ⲁ|ⲩ|ⲉⲣ-ϩⲟϯ
ϧⲉⲛⲟⲩⲛⲓϣϯ	ϧⲉⲛ|ⲟⲩ|ⲛⲓϣϯ
ⲛϩⲟϯ	ⲛ|ϩⲟϯ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲁⲩϫⲱ	ⲛⲁ|ⲩ|ϫⲱ
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ
ⲛⲛⲟⲩⲉⲣⲏⲟⲩ	ⲛ|ⲛⲟⲩ|ⲉⲣⲏⲟⲩ
ϫⲉⲛⲓⲙ	ϫⲉ|ⲛⲓⲙ
ϩⲁⲣⲁ	ϩⲁⲣⲁ
ⲡⲉ	ⲡⲉ
ⲡϩⲁⲓ	ⲡ|ϩⲁⲓ
ϫⲉⲛⲓⲑⲏⲟⲩ	ϫⲉ|ⲛⲓ|ⲑⲏⲟⲩ
ⲛⲉⲙⲫⲓⲟⲙ	ⲛⲉⲙ|ⲫ|ⲓⲟⲙ
ⲥⲉⲥⲱⲧⲉⲙ	ⲥⲉ|ⲥⲱⲧⲉⲙ
ⲛⲁϥ	ⲛⲁ|ϥ
.	.
